"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"33596","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900,1885,2000,2095,2017.5,1997.5,1945,1940,1925,1925,1945,1975,1995,2000
"79934","El Paso","TX","El Paso","El Paso County",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1262.5,1287,1295,1295,1312.5,1242.5,1250,1217.5,1235,1200,1200,1249,1262.5,1312.5,1300,1350,1450,1395,1350,1300,1300,1275,1287,1300,1262.5
"02140","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4300,4000,3999,3800,3924.5,3800,3750,4200,4500,4500,4475,4200,4100,4000,4250,4350,4350,4300,4300,4450,4500,4600
"02134","Boston","MA","Boston-Cambridge-Newton","Suffolk County",213,,2600,2825,2800,2800,2700,2650,2675,2725,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3200,3200,3200,3185,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3450,3200,3600,3775,3800,3800,3800,3800,3700,3700,3600,3600,3562.5,3500,3700,3800,3800,3800,3750,3700
"33547","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075,2150,2230,2300,2250,2277.5,2195,2050,2112.5,2097.5,2075,2050,2197.5,2250
"33067","Coral Springs","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,3000,3000,2990.5,2937.5,2950,2995,2900,2850,2900,3000,2850,2959.5
"02121","Boston","MA","Boston-Cambridge-Newton","Suffolk County",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2425,2450,2450,2500,2525,2575,2575,2537.5,2550,2550,2550,2597.5,2625,2600,2600,2650,2550,2600,2525,2500,2550,2600,2600
"33569","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1667.5,1687.5,1670,1617.5,1630,1667.5,1695,1735,1745,1695,1725,1725,1695,1685,1695,1712.5,1700,1711,1740,1680,1770
"33897","Davenport","FL","Lakeland-Winter Haven","Polk County",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1600,1665,1625,1600,1650,1700,1650,1700,1675,1650,1725,1750,1700,1650,1700,1600,1650,1645,1625,1777,1774.5
"33028","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,3192.5,3192.5,3050,3200,3050,3195,3195,3100,3000,3100,3100
"02122","Boston","MA","Boston-Cambridge-Newton","Suffolk County",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2795,2795,2700,2700,2725,2750,2800,2950,2875,2650,2600,2700,2800,2900
"78261","San Antonio","TX","San Antonio-New Braunfels","Bexar County",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1947.5,2000,2095,2095,2043,2000,2000,2000,1937.5,1882.5,2147,2195,2257.5,2275
"94506","Danville","CA","San Francisco-Oakland-Hayward","Contra Costa County",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,4900,4950,5000,4950,4700,4700,4625,4450,4400,4500,4500
"02445","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",223,,,,,,,,,,,,,3000,3050,3200,3200,3200,3200,3200,3200,3150,3100,3150,3200,3197,3200,3250,3300,3200,3300,3400,3225,3300,3200,3200,3200,3200,3400,3400,3425,3500,3700,3800,3600,3500,3400,3300,3395,3460,3600,3500,3600,3600,3600,3500,3400,3400,3450,3400,3400,3450,3750,3800,3800,3800,3750,3650,3600,3600,3450,3600,3400,3800,3800,3800,3875,4000,4000,3950,3900,3875,3800,3800,3800,3975,4000,3900,3900,3900,3800,3600,3725,3725,3712.5,3800,3900,4000,4200,4150,4000
"33185","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2500,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2590,2500,2537.5,2600,2665,2625,2625,2650,2600,2590,2590,2600,2600,2600,2600,2520,2499,2500,2585,2600,2750,2700
"02467","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3900,3950,4400,4450,4000,4500,4500,4500,3947.5,4000,4000
"33327","Weston","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,3000,3025,3000,3200,3100,3000,3000,2900,3000,3100,3050,3050,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3350
"11963","Sag Harbor","NY","New York-Newark-Jersey City","Suffolk County",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,40000,45000,40000,40000,40000,40000,40000,36000,39000,40000,38000,37500,36500,36000,35000,35000,30000,30000,30000,30000,30000,35000,32500,35000,35000,35000,30000,31666
"95391","Tracy","CA","Stockton-Lodi","San Joaquin County",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2700,2697.5,2675,2587.5,2600,2600,2600,2600,2625,2650,2700,2700,2700,2725,2700,2697.5,2672.5,2550,2599,2670.5,2725,2775,2792.5
"02120","Boston","MA","Boston-Cambridge-Newton","Suffolk County",229,,,,,,,,,,,,3550,3400,3400,3400,3250,3250,3300,3300,3350,3400,3400,3400,3450,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3725,3800,3800,3800,3800,3900,3900,3800,3800,3800,3700,3800,3900,4000,4000,4000,3950,3900,3950,3900,3900,3700,3600,3600,3750,4000,4100,4100,4099.5,4000,4000,3900,3800,3700,3600,3575,3600,4000,4200,4200,4200,4050,4000,4000,3900,3800,3800,3962,4000,4200,4200,4200,4100,4000,4000,4000,4000,3950,3800,3894,4000,4100,4200,4200,4200,4200
"81611","Aspen","CO","Glenwood Springs","Pitkin County",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,35000,40000,40000,40000,40000,45000,45000,50000,50000,45000,50000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
"02465","Newton","MA","Boston-Cambridge-Newton","Middlesex County",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,3250,3250,3250,3250,3325,3350,3925,4200,4200,3550,4075,4200
"11978","Westhampton Beach","NY","New York-Newark-Jersey City","Suffolk County",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,30000,31750,28000,26500,30000,28000,32000,30000,29000,27500,28000,32000,30000,27500
"11976","Water Mill","NY","New York-Newark-Jersey City","Suffolk County",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,45000,50000,50000,49000,45000,49000,50000,49500,50000,50000,50000,49750,50000,45000,40000,42500,42250,45000,41000,45000,45000,45000,40000,43500,43333
"11977","Westhampton","NY","New York-Newark-Jersey City","Suffolk County",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28500,25000,25500,23750,20750,20000,21250,22750,23000,25000,24500,24000,24000,25000,23500,25000
"11959","Quogue","NY","New York-Newark-Jersey City","Suffolk County",235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,26750,27500,26000,25000,25000,25500,26000,27500,30000,27500,30000,28000
"11932","Bridgehampton","NY","New York-Newark-Jersey City","Suffolk County",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,45000,45000,50000,48250,50000,50000,45000,50000,50000,45000,45000,45000,40000,40000,40000,40000,40000,40000,40000,40000,40000
"11964","Shelter Island","NY","New York-Newark-Jersey City","Suffolk County",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,25000,21000,20500,20000,20000,20000,22000,19000,18166.5,19250,18000,18333,18666
